ef,recall,qps,distance_computations_per_query
/root/work/data/vecs/sift1m/sift_base.fvecs
/root/work/lssg/example/quantile_partitions/sift1m_equality/sift1m_equality_Q4_query.fvecs
Ground truth loaded from /root/work/others/Unified-Navigating-Graph/data/gt_quantile/sift1m_equality/Q4_gt_12_labels_zipf.bin
Base Label Load Finished
Query Label Load Finished
All Points:: 6916494
All Points:: 2712501
1700,1,24.3662,111161
1400,1,30.3827,98834.5
1100,1,35.2429,85073.4
1000,1,38.0402,80084.6
900,1,40.6397,74877.3
800,1,45.1233,69400.6
700,1,50.1417,63579.2
600,1,58.04,57426.9
500,1,68.327,50817.7
400,1,81.4598,43655
300,1,102.114,35784
250,1,117.959,31451.2
200,1,140.776,26807.3
180,1,153.233,24845.3
160,1,168.322,22798.1
140,1,187.494,20678.7
120,0.99995,211.64,18486.4
100,0.99985,245.67,16154.8
90,0.9998,267.201,14932.7
80,0.99975,271.776,13682.4
70,0.99965,320.205,12371
60,0.9994,366.905,11011.4
55,0.99925,394.477,10296
50,0.9988,425.713,9568.79
45,0.99835,464.037,8834.92
40,0.9978,512.558,8050.83
35,0.99655,572.738,7252.98
30,0.9947,649.984,6423.13
25,0.9916,755.858,5563.61
20,0.9867,909.504,4672.33
15,0.9747,1157.41,3709.53
10,0.9473,1638,2671.73
