Loaded fvecs: 1000 vectors of dimension 512 from /root/work/data/filterbenchmark/LAION1M/LAION1M_query.fvecs
Loaded label sets: 1000
Loaded label sets: 1000448
Loaded fvecs: 1000448 vectors of dimension 512 from /root/work/data/filterbenchmark/LAION1M/LAION1M_base.fvecs
Rebuilding two-tier inverted index for 62066 labelsets...
Found 30 unique labels
Two-tier index configuration:
  Tier 1 (dense): 30 labels (freq >= 5515)
  Tier 2 (sparse): 0 labels
  Tier 1 memory: 0.000216812 GB
Building Tier 1 dense bitsets...
Building Tier 2 sparse index...
Two-tier index rebuilt successfully!
Loaded ground truth: 1000
Example: first query has 10
112236,410900,700554,879730,813630,797461,46841,990488,905235,644372,
ef,recall,qps,dist_comp,hops
20000,0.9992,27.1608,44878.8,11224.4
15000,0.9991,33.6593,38627.3,8907.45
10000,0.999,45.1923,30852.8,6387.6
5000,0.9978,74.4384,20479.5,3571.53
2500,0.9943,126.363,13018.8,1955.2
2000,0.9928,150.587,11151.1,1607.24
1700,0.991,171.541,9937.07,1389.88
1400,0.9899,200.708,8639.9,1166
1100,0.9858,245.396,7238.62,935.884
1000,0.9839,265.836,6739.6,857.666
900,0.9817,289.27,6225.59,778.626
800,0.9786,319.714,5695.51,697.826
700,0.9757,358.384,5142.33,615.662
600,0.97,408.441,4563.56,532.248
500,0.9633,477.682,3957.97,447.842
400,0.9543,580.658,3314.5,362.072
300,0.9401,746.391,2627.38,275.397
250,0.9304,870.923,2266.26,231.63
200,0.9159,1061.82,1885.91,187.349
180,0.9075,1166.39,1728.99,169.603
160,0.8976,1293.19,1570.57,151.87
140,0.886,1439.72,1406.7,133.939
120,0.874,1663.07,1237.74,115.875
100,0.8601,1950.6,1064.03,97.877
90,0.853,2136.43,977.12,88.919
80,0.8437,2360.84,888.448,79.849
70,0.8324,2642.54,798.292,70.846
60,0.8184,2985.44,707.063,61.717
55,0.8106,3218.46,662.863,57.231
50,0.8008,3458.05,616.648,52.62
45,0.79,3758.27,570.727,48.055
40,0.7791,4098.5,524.62,43.489
35,0.7656,4536.04,477.265,38.903
30,0.7567,4829.78,449.259,36.158
25,0.7566,4834.27,449.256,36.103
20,0.7563,4835.45,449.249,36.041
15,0.7562,4832.63,449.246,35.98
10,0.7562,4834.31,449.246,35.934
