efSearch,recall@10,QPS,QPS_with_filter,dist_comps_per_query
1700,0.2825,345.443,26.7158,761.17
1400,0.281,351.704,26.7527,698.73
1100,0.2805,440.774,27.1703,596.025
1000,0.28,489.101,27.3368,555.635
900,0.2785,512.845,27.4077,516.555
800,0.276,557.365,27.5252,473.125
700,0.2715,620.939,27.6651,426.19
600,0.2695,698.58,27.8028,376.37
500,0.266,813.851,27.9604,325.73
400,0.262,969.494,28.1155,270.195
300,0.2565,1206.21,28.2764,215.185
250,0.247,1369.83,28.3558,185.94
200,0.2325,1671.08,28.462,156.395
180,0.221,1824.03,28.5027,144.42
160,0.2185,2004.37,28.5429,131.395
140,0.2105,2229.48,28.584,118.585
120,0.1945,2537.62,28.6285,105.265
100,0.174,2957.14,28.6744,91.765
90,0.169,3249.81,28.6995,84.555
80,0.1605,3605.37,28.7245,77.875
70,0.148,4045.88,28.7494,70.93
60,0.137,4620.12,28.7748,62.935
55,0.1305,5021.74,28.7892,59.145
50,0.1185,5471.2,28.8028,55.165
45,0.1105,5963.58,28.8153,51.44
40,0.1065,6613.8,28.829,47.02
35,0.1005,7381.15,28.842,43.07
30,0.0955,8337.91,28.855,39.155
25,0.0785,9653.4,28.8686,34.855
20,0.0625,11439.7,28.8821,30.79
15,0.048,13935.3,28.8951,26.275
10,0.0315,13712.7,28.8942,21.535
