efSearch,recall@10,QPS,QPS_with_filter,dist_comps_per_query
1700,0.2065,732.378,27.4053,318.47
1400,0.2065,738.727,27.4141,318.47
1100,0.2065,750.805,27.4305,311.955
1000,0.206,765.19,27.4493,307.635
900,0.206,787.221,27.4769,300.455
800,0.206,833.011,27.5297,287.765
700,0.206,888.483,27.5867,270.615
600,0.2025,962.612,27.6528,250.205
500,0.2015,1078.46,27.7384,224.935
400,0.1975,1240.74,27.832,193.74
300,0.1955,1535.85,27.9525,158.4
250,0.191,1744.54,28.0135,139.26
200,0.179,2044.88,28.0797,117.925
180,0.1785,2202.21,28.1073,109.75
160,0.177,2396.82,28.1364,100.225
140,0.1755,2653.19,28.1684,90.99
120,0.173,3010.92,28.204,80.925
100,0.158,3511.6,28.2417,70.69
90,0.1475,3841.5,28.2612,65.84
80,0.143,4273.4,28.2822,60.335
70,0.1355,4769.51,28.3017,55.28
60,0.1285,5301.96,28.3186,49.27
55,0.122,5882.04,28.3335,45.93
50,0.119,6392.64,28.3444,43.02
45,0.1145,6931.7,28.3542,40.04
40,0.1095,7614.65,28.3646,37.015
35,0.0925,8489.38,28.3755,33.75
30,0.081,9539.23,28.3859,30.585
25,0.067,10895,28.3964,26.725
20,0.053,12748.6,28.4072,22.79
15,0.043,15292.6,28.4177,18.765
10,0.0365,19103.7,28.4283,14.805
