efSearch,recall@10,QPS,QPS_with_filter,dist_comps_per_query
1700,0.8535,151.719,23.783,2219.08
1400,0.8525,189.675,24.5532,1833.9
1100,0.8465,245.149,25.2941,1516.64
1000,0.843,269.551,25.5326,1407.79
900,0.843,298.894,25.7723,1287.28
800,0.8375,334.963,26.0138,1169.26
700,0.819,380.044,26.2557,1048.38
600,0.81,438.743,26.5006,919.625
500,0.8005,515.046,26.7399,794.34
400,0.797,625.868,26.988,669.43
300,0.7825,800.721,27.2445,542.34
250,0.7805,934.095,27.3776,477.635
200,0.7575,1123.39,27.5134,410.115
180,0.745,1222.74,27.5683,382.065
160,0.743,1343.98,27.6245,353.565
140,0.732,1492.83,27.6812,324.495
120,0.712,1707.01,27.7458,292.73
100,0.7025,1983.77,27.8088,261.265
90,0.6805,2164.6,27.8414,244.495
80,0.666,2383.11,27.8743,227.83
70,0.645,2644.56,27.9066,210.595
60,0.5965,3002.47,27.9417,191.41
55,0.5835,3237.67,27.9606,181.78
50,0.567,3510.01,27.9794,171.085
45,0.5355,3825.91,27.9978,160.295
40,0.4955,4223.85,28.0171,149.215
35,0.457,4762.93,28.0382,137.145
30,0.4095,5404.82,28.0578,124.45
25,0.378,6279.42,28.0781,111.26
20,0.344,7521.66,28.0988,97.385
15,0.2925,9452.7,28.1203,82.485
10,0.1945,12766.5,28.142,65.815
