Loaded fvecs: 200 vectors of dimension 384 from ./quantile_partitions/wikipedia-5m_containment/wikipedia-5m_containment_Q5_query.fvecs
Loaded label sets: 200
Loaded label sets: 5000000
Loaded fvecs: 5000000 vectors of dimension 384 from /root/work/data/vecs/wikipedia/wikipedia_5m_base.fvecs
Rebuilding two-tier inverted index for 184298 labelsets...
Found 237417 unique labels
Two-tier index configuration:
  Tier 1 (dense): 4551 labels (freq >= 25)
  Tier 2 (sparse): 232866 labels
  Tier 1 memory: 0.0976539 GB
Building Tier 1 dense bitsets...
Building Tier 2 sparse index...
Two-tier index rebuilt successfully!

========== MinHash Configuration ==========
Hash functions: 64
Bits per hash:  4 bits
Signature size: 32 bytes per labelset
LSH bands:      16 bands × 4 hashes/band
Bucket space:   2^16 = 65536 buckets per band
Est. memory:    18.3105 MB for 600K labelsets
===========================================

Loaded ground truth: 200
Example: first query has 10
3549512,3110861,2687092,3803819,3549527,138328,3162019,2687088,138326,138325,
ef,recall,qps,dist_comp,hops
20000,0.9435,23.5871,43206,18611.2
15000,0.942,28.8363,38764.2,14658.7
10000,0.9365,39.8084,32789.7,10000.3
5000,0.909,70.034,23207.3,5001.08
2500,0.8755,126.723,15134.5,2501.95
2000,0.8685,149.659,12985.9,2002.56
1700,0.8595,172.542,11552.5,1702.69
1400,0.8445,205.041,10011.5,1404
1100,0.8215,252.556,8334.94,1104.49
1000,0.805,274.884,7747.23,1004.1
900,0.7945,301.906,7131.03,903.995
800,0.7805,328.422,6497.7,804.815
700,0.764,372.591,5846.24,705.795
600,0.7495,427.341,5142.91,604.85
500,0.728,499.546,4439.99,506.09
400,0.686,605.135,3675.01,408.91
300,0.6325,766.827,2866.03,308.09
250,0.608,928.223,2445.66,259.025
200,0.565,1128.42,2026.21,211.52
180,0.558,1230.45,1846.72,191.56
160,0.544,1346.67,1672.71,171.945
140,0.5245,1490.77,1498.64,152.445
120,0.501,1674.93,1319.06,131.995
100,0.4675,1821.31,1145.63,113.565
90,0.454,1871.06,1052.39,103.96
80,0.437,2128.88,962.105,93.87
70,0.4165,2360.59,860.1,82.875
60,0.396,2298.87,770.995,73.565
55,0.374,2745.54,709.525,67.61
50,0.359,2915.98,662.16,62.68
45,0.341,3088.15,613,57.75
40,0.3325,3360.67,555.405,51.855
35,0.3175,3625.83,504.54,46.955
30,0.293,3969.98,444.59,40.97
25,0.2605,4468.61,388.17,34.78
20,0.2295,4363.4,331.34,29.255
15,0.2025,5771.13,286.135,24.61
10,0.2025,5778.95,286.135,24.61
