Loaded fvecs: 1000 vectors of dimension 512 from /root/work/data/filterbenchmark/LAION1M/LAION1M_query.fvecs
Loaded label sets: 10000
Loaded label sets: 1000448
Loaded fvecs: 1000448 vectors of dimension 512 from /root/work/data/filterbenchmark/LAION1M/LAION1M_base.fvecs
Rebuilding two-tier inverted index for 852615 labelsets...
Found 1024 unique labels
Two-tier index configuration:
  Tier 1 (dense): 983 labels (freq >= 693)
  Tier 2 (sparse): 41 labels
  Tier 1 memory: 0.0975766 GB
Building Tier 1 dense bitsets...
Building Tier 2 sparse index...
Two-tier index rebuilt successfully!
Loaded ground truth: 1000
Example: first query has 10
794787,256019,517590,130823,974198,177328,216997,308241,435667,528247,
ef,recall,qps,dist_comp,hops
10000,0.9842,16.2696,117654,9905.99
5000,0.977,31.4235,64393.6,4975.58
3000,0.97,52.0252,40485.2,2991.78
2500,0.9669,62.3622,34197.6,2494.67
2000,0.9626,77.7424,27783.4,1998.3
1700,0.9587,91.2489,23856.6,1700.24
1400,0.9532,110.39,19871.7,1401.68
1100,0.9479,139.39,15811.4,1102.63
1000,0.9455,154.397,14441.4,1002.89
900,0.9437,170.356,13061.5,903.144
800,0.9406,190.886,11676.8,803.62
700,0.937,217.966,10280.7,704.115
600,0.9327,253.983,8872.45,604.522
500,0.9274,302.859,7456,505.107
400,0.9192,375.591,6029.35,405.758
300,0.9057,494.356,4590.43,306.582
250,0.8981,587.78,3865.42,256.925
200,0.8828,727.478,3139.58,207.389
180,0.8745,793.586,2849.08,187.683
160,0.8684,890.494,2560.01,168.075
140,0.856,1000.07,2267.11,148.312
120,0.8448,1143.75,1974.08,128.613
100,0.8293,1324.13,1683.23,109.128
90,0.8184,1450.5,1537.56,99.335
80,0.8057,1592.67,1390.04,89.484
70,0.7905,1767.77,1245.34,79.841
60,0.7736,1985.53,1098.18,70.025
55,0.7619,2114.77,1023.42,65.069
50,0.7515,2185.81,952.324,60.335
45,0.7408,2414.22,879.684,55.498
40,0.723,2609.5,808.325,50.762
35,0.7057,2836.53,734.97,45.918
30,0.691,2984.4,693.327,43.152
25,0.691,2974.42,693.327,43.152
20,0.691,2973.99,693.327,43.152
15,0.691,2969.88,693.327,43.152
10,0.691,2970.33,693.327,43.152
