L,Cmps,QPS,Recall
1700,294,2702.7,97.75
1400,294,2777.78,97.75
1100,294,2777.78,97.75
1000,294,2777.78,97.75
900,294,2777.78,97.75
800,293,2816.9,97.75
700,293,2816.9,97.7
600,291,2857.14,97.7
500,288,2898.55,97.45
400,282,2985.07,97.35
300,273,3076.92,96.55
250,265,3174.6,96
200,256,3278.69,95.15
180,250,3333.33,94.7
160,245,3389.83,94.35
140,238,3448.28,93.8
120,229,3508.77,93.15
100,219,3508.77,92.35
90,213,3571.43,91.55
80,206,3703.7,90.75
70,197,3846.15,89.85
60,188,3921.57,88.25
55,182,4000,87.65
50,176,4000,86.7
45,169,4081.63,85.45
40,162,4166.67,84.25
35,155,4166.67,82.75
30,145,4255.32,80.4
25,135,4347.83,77.85
20,124,4444.44,75.3
15,110,4545.45,71.5
10,94,4651.16,65.8
