ef,recall,qps,distance_computations_per_query
1700,0.77,5.49375,174313
1400,0.755,6.27058,155509
1100,0.7225,7.42942,134403
1000,0.7175,7.98085,126158
900,0.7175,8.64678,117626
800,0.6925,9.52608,107674
700,0.6875,10.6553,97343.1
600,0.675,12.0773,86821.9
500,0.6575,14.0696,75641.6
400,0.6325,16.8279,64245.2
300,0.5575,20.7684,53119.3
250,0.53,24.0385,46327.9
200,0.5175,28.9436,38878.8
180,0.5175,31.3972,35944.7
160,0.5125,34.632,32791.5
140,0.485,38.4615,29611.7
120,0.465,43.4783,26423.5
100,0.4475,50.6971,22793.6
90,0.44,55.325,21029.8
80,0.425,61.1621,19040.8
70,0.4175,67.6819,17397.5
60,0.4,76.9231,15450.2
55,0.3925,82.6446,14458.5
50,0.3725,89.8876,13382.6
45,0.365,98.2801,12315.3
40,0.355,107.817,11341.1
35,0.3275,120.12,10135
30,0.2975,137.457,9097
25,0.2925,164.609,7794.77
20,0.285,202.02,6512.62
15,0.2675,251.572,5399.57
10,0.2175,360.36,3957.6
