Loaded fvecs: 200 vectors of dimension 768 from ./quantile_partitions/tripclick_overlap/tripclick_overlap_Q3_query.fvecs
Loaded label sets: 200
Loaded label sets: 1055976
Loaded fvecs: 1055976 vectors of dimension 768 from /root/work/data/filterbenchmark/tripclick/tripclick_base.fvecs
Rebuilding two-tier inverted index for 7734 labelsets...
Found 29 unique labels
Two-tier index configuration:
  Tier 1 (dense): 29 labels (freq >= 256)
  Tier 2 (sparse): 0 labels
  Tier 1 memory: 2.61441e-05 GB
Building Tier 1 dense bitsets...
Building Tier 2 sparse index...
Two-tier index rebuilt successfully!
Loaded ground truth: 200
Example: first query has 10
400908,379763,352736,385935,341928,384575,333099,443038,313525,408729,
ef,recall,qps,dist_comp,hops
1700,0.9965,97.0911,15807.9,1701.3
1400,0.994,115.095,13555.4,1401.41
1100,0.9925,142.029,11168.8,1101.68
1000,0.9915,155.34,10327.7,1001.75
900,0.991,169.072,9471.92,901.86
800,0.9875,192.599,8599.52,801.96
700,0.983,211.938,7686.55,702.055
600,0.98,245.879,6751.3,602.215
500,0.977,290.526,5781.46,502.6
400,0.969,355.865,4775.11,402.86
300,0.96,462.597,3720.93,303.13
250,0.945,548.437,3176.64,253.68
200,0.9245,669.861,2620.11,204.22
180,0.9185,739.652,2387.8,184.285
160,0.91,823.094,2158.28,164.71
140,0.8985,919.026,1929.18,145.325
120,0.8815,1064.37,1689.26,125.49
100,0.861,1244.53,1452.65,106.11
90,0.8535,1356.54,1336.91,96.785
80,0.829,1498.79,1211.64,86.845
70,0.8115,1688.92,1087.71,77.055
60,0.786,1879.5,969.315,67.745
55,0.7695,2034.64,901.325,62.46
50,0.7585,2199.59,843.575,58.01
45,0.7375,2380.43,779.155,53.12
40,0.7085,2614.12,708.755,47.87
35,0.6935,2882.38,651.64,43.55
30,0.673,3108.5,609.5,40.44
25,0.673,3107.53,609.5,40.44
20,0.673,3074.87,609.5,40.44
15,0.673,3081.52,609.5,40.44
10,0.673,3097.82,609.5,40.44
