L,Cmps,QPS,Recall
1700,397,4444.44,100
1400,397,4545.45,100
1100,397,4545.45,100
1000,397,4545.45,100
900,397,4545.45,100
800,397,4545.45,100
700,397,4651.16,100
600,397,4651.16,100
500,396,4761.9,100
400,395,5000,100
300,392,5555.56,100
250,388,5882.35,100
200,381,6250,100
180,377,6666.67,100
160,372,6896.55,100
140,366,7407.41,100
120,359,8000,100
100,348,8695.65,100
90,342,9090.91,100
80,334,9523.81,100
70,325,10000,100
60,314,10526.3,100
55,308,11111.1,100
50,300,11764.7,100
45,292,12500,100
40,283,11764.7,100
35,272,13333.3,100
30,259,14285.7,100
25,244,15384.6,99.95
20,226,18181.8,99.8
15,202,20000,99.55
10,170,25000,98.4
