L,Cmps,QPS,Recall
1700,4891,534.759,100
1400,4588,607.903,100
1100,4199,706.714,100
1000,4042,746.269,100
900,3865,809.717,100
800,3673,873.362,100
700,3457,947.867,100
600,3215,1047.12,100
500,2936,1176.47,100
400,2613,1342.28,100
300,2233,1492.54,100
250,2010,1739.13,100
200,1755,2061.86,100
180,1645,2222.22,100
160,1530,2380.95,100
140,1405,2597.4,100
120,1275,2857.14,100
100,1134,3225.81,100
90,1059,3448.28,100
80,981,3703.7,100
70,899,4000,100
60,814,4444.44,99.95
55,769,4651.16,99.95
50,725,5000,99.9
45,676,5263.16,99.9
40,626,5714.29,99.8
35,575,6250,99.75
30,521,6896.55,99.65
25,465,7692.31,99.35
20,404,8695.65,98.75
15,342,10000,97.75
10,277,12500,95.1
