Loaded fvecs: 1000 vectors of dimension 512 from /root/work/data/filterbenchmark/LAION1M/LAION1M_query.fvecs
Loaded label sets: 10000
Loaded label sets: 1000448
Loaded fvecs: 1000448 vectors of dimension 512 from /root/work/data/filterbenchmark/LAION1M/LAION1M_base.fvecs
Rebuilding two-tier inverted index for 914985 labelsets...
Found 2048 unique labels
Two-tier index configuration:
  Tier 1 (dense): 916 labels (freq >= 746)
  Tier 2 (sparse): 1132 labels
  Tier 1 memory: 0.0975732 GB
Building Tier 1 dense bitsets...
Building Tier 2 sparse index...
Two-tier index rebuilt successfully!
Loaded ground truth: 1000
Example: first query has 10
186360,545570,432708,2,115751,692302,786652,94058,581358,888484,
ef,recall,qps,dist_comp,hops
10000,0.9938,99.7379,10494.3,2566.77
5000,0.9879,160.108,6897.84,1544.64
3000,0.9779,230.4,4936.56,1065.99
2500,0.9732,262.311,4364.23,932.485
2000,0.9667,307.859,3742.55,789.544
1700,0.9593,345.944,3339.31,698.275
1400,0.9514,397.931,2907.33,602.33
1100,0.9385,477.079,2443.99,501.348
1000,0.9335,513.49,2279.92,466.397
900,0.9289,552.16,2110.08,430.442
800,0.9206,605.68,1933.93,393.519
700,0.9111,668.245,1750.09,355.057
600,0.9011,751.719,1560.14,314.617
500,0.8877,857.98,1359.17,272.529
400,0.8723,1019.53,1146.35,228.464
300,0.846,1264.73,920.473,181.549
250,0.8258,1444.19,799.985,156.808
200,0.8043,1749.29,673.691,131.19
180,0.794,1936.97,621.934,120.659
160,0.7792,2117.01,567.56,109.613
140,0.7586,2337.84,512.016,98.261
120,0.7373,2613.56,454.906,86.636
100,0.7081,2972.45,397.216,74.747
90,0.69,3199.04,367.536,68.694
80,0.6745,3469.31,337.383,62.438
70,0.6539,3811.73,306.14,55.964
60,0.6314,4199.08,275.674,49.645
55,0.6127,4127.3,259.473,46.253
50,0.5971,4598.79,242.073,42.863
45,0.5811,4922.16,225.941,39.53
40,0.5653,5274.28,208.96,36.164
35,0.5306,5806.93,189.986,32.329
30,0.5042,6387.71,170.399,28.668
25,0.474,6820.03,149.894,24.971
20,0.4381,8537.67,129.376,21.114
15,0.3848,10229,109.062,17.027
10,0.3364,12540.2,84.833,12.781
