Loaded fvecs: 1000 vectors of dimension 512 from /root/work/data/filterbenchmark/LAION1M/LAION1M_query.fvecs
Loaded label sets: 1000
Loaded label sets: 1000448
Loaded fvecs: 1000448 vectors of dimension 512 from /root/work/data/filterbenchmark/LAION1M/LAION1M_base.fvecs
Rebuilding two-tier inverted index for 62066 labelsets...
Found 30 unique labels
Two-tier index configuration:
  Tier 1 (dense): 30 labels (freq >= 5515)
  Tier 2 (sparse): 0 labels
  Tier 1 memory: 0.000216812 GB
Building Tier 1 dense bitsets...
Building Tier 2 sparse index...
Two-tier index rebuilt successfully!
Loaded ground truth: 1000
Example: first query has 10
387223,256019,153229,216997,177328,974198,359903,768297,308241,435667,
ef,recall,qps,dist_comp,hops
3000,0.9965,54.6001,38244.9,3000.31
2500,0.9964,65.6089,32523,2500.29
2000,0.9958,79.6119,26617.5,2000.31
1700,0.9954,86.1071,22984.5,1700.55
1400,0.9951,103.896,19257.8,1400.55
1100,0.9946,146.039,15433.7,1100.81
1000,0.9938,151.562,14132,1000.88
900,0.9927,180.137,12818.1,901.024
800,0.9928,204.277,11492.1,801.233
700,0.9924,223.407,10150,701.49
600,0.9914,244.396,8792.41,601.984
500,0.9891,292.28,7408.65,502.031
400,0.986,364.12,6012.14,402.657
300,0.9838,480.49,4595.5,303.493
250,0.9815,631.302,3879.84,254.239
200,0.9762,794.71,3151.12,204.544
180,0.9742,880.622,2857.04,184.745
160,0.9717,984.202,2563.29,165.089
140,0.9674,1120.06,2267.12,145.422
120,0.9629,1289.92,1970.94,125.83
100,0.9588,1522.36,1672.1,106.192
90,0.9559,1662.38,1524.45,96.549
80,0.9503,1857.1,1373.85,86.794
70,0.944,2082.96,1226.65,77.297
60,0.9381,2253.33,1079.94,67.711
55,0.9325,2291.92,1006.39,62.832
50,0.9251,2587.22,932.369,57.949
45,0.9196,3036.82,858.739,53.092
40,0.91,3355.28,783.505,48.17
35,0.8987,3673.43,710.192,43.383
30,0.8873,3953.31,663.713,40.353
25,0.8873,3847.49,663.713,40.353
20,0.8873,3468.78,663.713,40.353
15,0.8873,3517.23,663.713,40.353
10,0.8873,3494.95,663.713,40.353
