Loaded fvecs: 1000 vectors of dimension 512 from /root/work/data/filterbenchmark/LAION1M/LAION1M_query.fvecs
Loaded label sets: 1000
Loaded label sets: 1000448
Loaded fvecs: 1000448 vectors of dimension 512 from /root/work/data/filterbenchmark/LAION1M/LAION1M_base.fvecs
Rebuilding two-tier inverted index for 62066 labelsets...
Found 30 unique labels
Two-tier index configuration:
  Tier 1 (dense): 30 labels (freq >= 5515)
  Tier 2 (sparse): 0 labels
  Tier 1 memory: 0.000216812 GB
Building Tier 1 dense bitsets...
Building Tier 2 sparse index...
Two-tier index rebuilt successfully!
Loaded ground truth: 1000
Example: first query has 10
436495,809376,314848,539868,195130,364374,79053,281421,376137,704064,
ef,recall,qps,dist_comp,hops
3000,0.9997,392.684,4494.09,1624.8
2500,0.9996,443.091,4116.77,1424.28
2000,0.9996,510.158,3687.68,1202.79
1700,0.9998,568.553,3396.26,1057.12
1400,0.9995,647.75,3071.41,904.019
1100,0.9995,756.603,2702.47,741.659
1000,0.9996,809.285,2567.88,685.395
900,0.9997,867.021,2423.5,627.954
800,0.9996,938.514,2271.63,568.413
700,0.9995,1030.69,2108.62,507.42
600,0.9994,1144.24,1934.14,445.373
500,0.9995,1296.39,1742.04,380.723
400,0.9995,1501.09,1531.48,314.24
300,0.9993,1832.73,1293.26,244.18
250,0.9992,2084.11,1161,208.223
200,0.9991,2420.05,1013.62,171.287
180,0.999,2595.5,950.436,156.101
160,0.999,2816.39,884.189,140.608
140,0.999,3108.61,813.915,124.911
120,0.9989,3455.27,739.474,108.973
100,0.998,3925.44,660.925,92.64
90,0.9972,4152.62,618.964,84.239
80,0.9969,4595.1,575.435,75.769
70,0.9963,5055.38,529.451,67.11
60,0.9953,5611.09,481.356,58.374
55,0.9949,5950.52,456.142,53.974
50,0.9938,6325.75,430.396,49.534
45,0.9928,6798.02,402.945,45.049
40,0.9916,7351.05,374.751,40.546
35,0.9898,8030.7,346.042,36.072
30,0.9872,8781.48,315.441,31.528
25,0.9826,9992.04,282.653,26.932
20,0.9749,11488.8,248.743,22.31
15,0.9605,13674.2,212.749,17.729
10,0.9299,17086,174.044,13.12
