ef,recall,qps,distance_computations_per_query
/root/work/data/filterbenchmark/tripclick/tripclick_base.bin
/root/work/lssg/example/quantile_partitions/tripclick_overlap/tripclick_overlap_Q1_query.bin
Ground truth loaded from /root/work/others/Unified-Navigating-Graph/data/gt_quantile/tripclick_overlap/Q1_gt_29_labels_zipf.bin
Base Label Load Finished
Query Label Load Finished
All Points:: 2475980
All Points:: 2347498
1700,1,94.4733,14778.3
1400,1,109.529,13005.2
1100,1,136.24,11055.8
1000,1,153.61,10359.6
900,1,168.634,9635.85
800,1,183.15,8875.2
700,1,202.429,8075.73
600,0.9995,225.734,7232.9
500,0.9995,261.097,6340.9
400,0.999,309.119,5385.74
300,0.999,384.615,4349.22
250,0.999,443.459,3788.74
200,0.997,523.56,3189.95
180,0.994,568.182,2941.41
160,0.9925,628.931,2686.41
140,0.992,699.301,2420.17
120,0.989,790.514,2147.88
100,0.9845,913.242,1861.93
90,0.979,995.025,1713.39
80,0.9735,1092.9,1563.43
70,0.9675,1212.12,1413.4
60,0.957,1369.86,1254.38
55,0.953,1470.59,1173.03
50,0.9505,1574.8,1094.69
45,0.936,1709.4,1014.38
40,0.925,1869.16,927.74
35,0.9155,2061.86,840.58
30,0.8985,2325.58,753.73
25,0.879,2631.58,668.545
20,0.8445,3076.92,576.555
15,0.809,3636.36,489.255
10,0.734,4651.16,396.685
