nprobe,recall@10,qps
10,0.2215,1189.9799773303293
15,0.2622,1038.6218740765391
20,0.2945,916.6510847690079
30,0.3357,750.7330121179085
50,0.3766,562.4270340714772
70,0.3949,454.9305002821749
100,0.4116,355.16593908740987
150,0.4243,261.7049710706351
200,0.4322,207.79335183270672
300,0.4397,147.74192572480692
400,0.44,114.91573434948126
500,0.4416,94.01064778511493
700,0.4451,69.09869172155805
1000,0.4468,49.52270784495169
