nprobe,recall@10,qps
10,0.2104,638.1170841481359
15,0.2633,532.939680779295
20,0.3065,457.97894033289055
30,0.3758,358.3904723577801
50,0.4637,251.63662567940943
70,0.5218,195.09042761465105
100,0.5829,145.92330521302796
150,0.6468,103.4132393006502
200,0.6814,80.2489822004438
300,0.7258,55.718757346620514
400,0.7536,42.864635712399995
500,0.766,34.887110757055844
700,0.7824,25.567577463958827
1000,0.7913,18.408298599879874
