nprobe,recall@10,qps
10,0.45874,2744.923761652092
15,0.53478,2332.783273445928
20,0.5904,2042.0874993300115
30,0.66286,1661.2898740219453
50,0.74494,1284.4603137186687
70,0.79099,1072.7283070504955
100,0.82983,873.6043878992328
150,0.8626,674.0905639669052
200,0.87977,553.7218563766451
300,0.89469,412.3871871575919
400,0.90106,330.27307599798365
500,0.90433,276.3770797825691
700,0.90731,209.07934686813326
1000,0.90846,153.68003505306694
