nprobe,recall@10,qps
10,0.2062,1311.394222035165
15,0.2292,1081.8906241813338
20,0.2398,919.9728531358113
30,0.2571,709.5806603228733
50,0.2758,479.3861551565433
70,0.2819,355.5311084120803
100,0.2866,244.09305188823353
150,0.2874,145.78593680041365
200,0.2884,98.40408505862217
300,0.2916,60.818693680739564
400,0.2924,49.52246772697399
500,0.2928,43.67346846227021
700,0.2933,35.39389648729718
1000,0.2933,27.632690810303497
