nprobe,recall@10,qps
10,0.4155,1189.9799773303293
15,0.4702,1038.6218740765391
20,0.5049,916.6510847690079
30,0.5516,750.7330121179085
50,0.6058,562.4270340714772
70,0.6307,454.9305002821749
100,0.6518,355.16593908740987
150,0.67,261.7049710706351
200,0.6783,207.79335183270672
300,0.6869,147.74192572480692
400,0.6936,114.91573434948126
500,0.6971,94.01064778511493
700,0.7015,69.09869172155805
1000,0.704,49.52270784495169
