nprobe,recall@10,qps
10,0.5095,754.2656109453244
15,0.567,642.8623560449438
20,0.6064,556.5512449082263
30,0.6703,442.6474527723044
50,0.7438,321.90105575072386
70,0.7828,254.77219414813146
100,0.8209,194.8362329490525
150,0.854,140.3274123817011
200,0.8754,110.21078925469772
300,0.8997,77.2903300118223
400,0.9115,59.73679583151906
500,0.9189,48.77426052621791
700,0.9247,35.76119916221313
1000,0.9293,25.65266899744602
