nprobe,recall@10,qps
10,0.345,282.34745726379845
15,0.4775,168.87357636357456
20,0.5835,118.06136685843683
30,0.715,74.81482132783121
50,0.849,45.35765636671238
70,0.872,37.24489438475688
100,0.879,29.834342073900547
150,0.8815,23.320508316580057
200,0.884,19.475998774890037
300,0.885,15.072689500422378
400,0.886,12.610691653578547
500,0.888,10.967952375247608
700,0.8885,8.86719204751514
1000,0.889,7.1665248368384535
