nprobe,recall@10,qps
10,0.1685,282.34745726379845
15,0.247,168.87357636357456
20,0.332,118.06136685843683
30,0.44,74.81482132783121
50,0.5605,45.35765636671238
70,0.586,37.24489438475688
100,0.5925,29.834342073900547
150,0.5935,23.320508316580057
200,0.594,19.475998774890037
300,0.595,15.072689500422378
400,0.5955,12.610691653578547
500,0.5955,10.967952375247608
700,0.5955,8.86719204751514
1000,0.5965,7.1665248368384535
