nprobe,recall@10,qps
10,0.0945,282.34745726379845
15,0.1625,168.87357636357456
20,0.23,118.06136685843683
30,0.3475,74.81482132783121
50,0.4445,45.35765636671238
70,0.463,37.24489438475688
100,0.4665,29.834342073900547
150,0.468,23.320508316580057
200,0.4685,19.475998774890037
300,0.471,15.072689500422378
400,0.4715,12.610691653578547
500,0.4715,10.967952375247608
700,0.4705,8.86719204751514
1000,0.471,7.1665248368384535
