nprobe,recall@10,qps
10,0.0015,667.3444043004885
15,0.0014,548.3971384977527
20,0.0014,454.32399327773174
30,0.0014,338.9741876480165
50,0.0013,226.49039424068422
70,0.0011,171.14500477101882
100,0.001,125.52333835125145
150,0.0011,87.27787629940686
200,0.0011,67.00094407395262
300,0.0011,45.811023106249735
400,0.0012,34.8504528091895
500,0.0012,28.108058263717606
700,0.0011,20.322688490336486
1000,0.0011,14.381567696972958
