nprobe,recall@10,qps
10,0.66254,2744.923761652092
15,0.73883,2332.783273445928
20,0.78843,2042.0874993300115
30,0.85074,1661.2898740219453
50,0.9108,1284.4603137186687
70,0.94096,1072.7283070504955
100,0.96397,873.6043878992328
150,0.98186,674.0905639669052
200,0.98921,553.7218563766451
300,0.99588,412.3871871575919
400,0.99804,330.27307599798365
500,0.99903,276.3770797825691
700,0.99973,209.07934686813326
1000,0.99995,153.68003505306694
