nprobe,recall@10,qps
10,0.527,667.3444043004885
15,0.5762,548.3971384977527
20,0.6162,454.32399327773174
30,0.6642,338.9741876480165
50,0.7142,226.49039424068422
70,0.7449,171.14500477101882
100,0.7747,125.52333835125145
150,0.7997,87.27787629940686
200,0.8178,67.00094407395262
300,0.8381,45.811023106249735
400,0.8498,34.8504528091895
500,0.8591,28.108058263717606
700,0.8688,20.322688490336486
1000,0.8766,14.381567696972958
