nprobe,recall@10,qps
10,0.3997,1311.394222035165
15,0.4286,1081.8906241813338
20,0.4463,919.9728531358113
30,0.4654,709.5806603228733
50,0.4844,479.3861551565433
70,0.4923,355.5311084120803
100,0.495,244.09305188823353
150,0.4983,145.78593680041365
200,0.4987,98.40408505862217
300,0.5013,60.818693680739564
400,0.5019,49.52246772697399
500,0.5024,43.67346846227021
700,0.5028,35.39389648729718
1000,0.5031,27.632690810303497
