nprobe,recall@10,qps
10,0.2956,638.1170841481359
15,0.3576,532.939680779295
20,0.408,457.97894033289055
30,0.4848,358.3904723577801
50,0.5825,251.63662567940943
70,0.652,195.09042761465105
100,0.7117,145.92330521302796
150,0.7732,103.4132393006502
200,0.81,80.2489822004438
300,0.8509,55.718757346620514
400,0.8711,42.864635712399995
500,0.8841,34.887110757055844
700,0.8966,25.567577463958827
1000,0.9036,18.408298599879874
