nprobe,recall@10,qps
10,0.3669,754.2656109453244
15,0.4344,642.8623560449438
20,0.4871,556.5512449082263
30,0.5596,442.6474527723044
50,0.648,321.90105575072386
70,0.7033,254.77219414813146
100,0.7561,194.8362329490525
150,0.8052,140.3274123817011
200,0.8372,110.21078925469772
300,0.8683,77.2903300118223
400,0.8837,59.73679583151906
500,0.8943,48.77426052621791
700,0.9062,35.76119916221313
1000,0.9144,25.65266899744602
