nprobe,recall@10,qps
10,0.0746,667.3444043004885
15,0.0849,548.3971384977527
20,0.0918,454.32399327773174
30,0.0985,338.9741876480165
50,0.1068,226.49039424068422
70,0.1108,171.14500477101882
100,0.1131,125.52333835125145
150,0.1158,87.27787629940686
200,0.1188,67.00094407395262
300,0.1203,45.811023106249735
400,0.1218,34.8504528091895
500,0.1224,28.108058263717606
700,0.1245,20.322688490336486
1000,0.1259,14.381567696972958
