efSearch,recall@10,qps
1700,0.77394,178.42724495584812
1400,0.77325,216.49337554805052
1100,0.77138,259.4790090086699
1000,0.77039,278.45126612249885
900,0.76885,300.5148180560705
800,0.7667,327.38400543036425
700,0.76311,360.6429847921502
600,0.75891,401.37367898778126
500,0.75155,456.73633941807935
400,0.73922,534.3172451986024
300,0.7162,653.5929551927211
250,0.69692,745.7981069792442
200,0.66809,882.0827208136434
180,0.65333,957.089366557276
160,0.63547,1046.3238336672227
140,0.61313,1166.2115394712823
120,0.58665,1323.180091907372
100,0.55401,1532.5383397908038
90,0.53507,1658.0673732704815
80,0.51362,1799.7770111641928
70,0.48907,1984.317705402417
60,0.46173,2197.3862031400527
55,0.44602,2328.3010475216765
50,0.42914,2466.814251296671
45,0.40969,2635.1207069911416
40,0.38942,2828.8118570448432
35,0.36676,3059.994941031789
30,0.34193,3333.516363402687
25,0.31378,3656.583338892218
20,0.27977,4082.697443890889
15,0.24062,4645.783928046707
10,0.19434,5449.871377343775
