1700,0.467,2.36355,442231
1400,0.467,2.39562,441693
1100,0.467,2.45762,441097
1000,0.467,2.59172,440880
900,0.467,2.61626,440655
800,0.467,2.67046,440419
700,0.467,2.6916,440171
600,0.467,2.66083,439905
500,0.467,2.51972,439620
400,0.467,2.61397,439313
300,0.467,2.65601,438979
250,0.467,2.64596,438797
200,0.4671,2.64482,438605
180,0.4671,2.68055,438525
160,0.4671,2.67493,438442
140,0.4671,2.63714,438357
120,0.4671,2.63628,438268
100,0.4671,2.63305,438175
90,0.4671,2.66256,438129
80,0.4671,2.65812,438075
70,0.4673,2.55492,437790
60,0.4673,2.68266,435769
55,0.4673,2.75518,432846
50,0.4675,2.82992,427743
45,0.4674,2.95177,419276
40,0.4676,2.88763,407685
35,0.4674,3.27418,391984
30,0.4672,3.53814,372860
25,0.467,3.87809,348992
20,0.4666,4.33887,320154
15,0.4653,5.01955,283920
10,0.464,6.27479,235617
