ef,recall,qps,distance_computations_per_query
1700,0.999,33.5177,32293.6
1400,0.999,37.8501,29320.3
1100,0.999,43.8308,25906.9
1000,0.999,46.436,24681.3
900,0.999,48.6263,23408.3
800,0.999,52.1648,22028.4
700,0.999,56.7537,20552.4
600,0.999,62.8141,18834.1
500,0.999,70.2741,17076.9
400,0.999,81.367,14999.1
300,0.999,98.3768,12606.2
250,0.999,111.235,11289.8
200,0.999,129.618,9823.75
180,0.999,138.6,9245.2
160,0.998,150.15,8577.92
140,0.9975,166.113,7831.04
120,0.9975,181.818,7116.6
100,0.9965,210.748,6315.65
90,0.996,231.481,5929.13
80,0.995,246.609,5603.68
70,0.9935,272.851,5111.22
60,0.9915,300.3,4679.16
55,0.991,317.46,4443.85
50,0.989,340.716,4164.18
45,0.9885,366.3,3886.95
40,0.988,398.406,3604.46
35,0.9865,423.729,3415.14
30,0.981,459.77,3176.03
25,0.978,520.833,2820.56
20,0.9695,595.238,2517.61
15,0.9555,699.301,2180.15
10,0.931,854.701,1832.32
