efSearch,recall@10,QPS,QPS_with_filter,dist_comps_per_query
1700,0.6675,117.63,26.8179,2670.49
1400,0.6655,140.827,27.8643,2288.62
1100,0.6555,179.593,29.1074,1882.18
1000,0.6525,196.665,29.5228,1739.89
900,0.648,218.139,29.9656,1594.82
800,0.646,242.502,30.385,1442.84
700,0.6425,286.199,30.9776,1285.47
600,0.637,335.55,31.4787,1129.27
500,0.633,395.934,31.9356,966.275
400,0.613,484.396,32.4131,797.395
300,0.5815,624.134,32.906,624.365
250,0.563,726.266,33.1518,532.915
200,0.5375,878.68,33.4164,441.595
180,0.5275,967.676,33.5337,403.915
160,0.508,1083.88,33.6588,365.08
140,0.4935,1232.65,33.7854,326.965
120,0.473,1416,33.9057,288.985
100,0.441,1676.18,34.0322,249.79
90,0.4245,1846.01,34.0959,230.005
80,0.403,2044.68,34.1572,210.985
70,0.376,2298.19,34.2203,190.54
60,0.3345,2625.57,34.2839,169.01
55,0.3135,2367.62,34.2352,157.4
50,0.306,2987.22,34.3382,147.11
45,0.287,3287.03,34.3742,136.85
40,0.265,3673.43,34.4121,125.405
35,0.243,4128.31,34.4476,114.895
30,0.2125,4588.83,34.4765,103.625
25,0.176,4819.16,34.4889,91.615
20,0.1475,6620.53,34.5562,79.485
15,0.11,8531.34,34.5966,67.595
10,0.0645,11786.2,34.6354,54.395
