efSearch,recall@10,QPS,QPS_with_filter,dist_comps_per_query
1700,0.9895,87.5085,28.6621,12742.5
1400,0.989,108.045,30.5649,10871.8
1100,0.986,139.431,32.6436,8926.8
1000,0.9855,153.46,33.3575,8259.07
900,0.9855,171.542,34.1398,7577.1
800,0.9845,192.483,34.8953,6891.94
700,0.983,218.364,35.6616,6181.78
600,0.981,254.985,36.5181,5445.31
500,0.9795,302.713,37.3618,4704.82
400,0.9735,373.65,38.2582,3931.7
300,0.9695,484.258,39.1744,3142.18
250,0.9655,565.485,39.6349,2729.54
200,0.9625,686.184,40.1297,2303.72
180,0.959,757.177,40.3509,2125.72
160,0.9535,841.047,40.5665,1945.31
140,0.9485,939.788,40.7731,1758.21
120,0.9445,1071.44,40.9917,1566.9
100,0.931,1249.97,41.2169,1370.18
90,0.919,1361.42,41.3284,1270.07
80,0.9145,1502.88,41.4469,1167.85
70,0.903,1664.35,41.5581,1060.15
60,0.88,1895.68,41.6851,949.755
55,0.8725,2035.44,41.7481,892.88
50,0.859,2196.11,41.8109,836.745
45,0.8465,2388.26,41.875,777.7
40,0.8285,2592.99,41.9331,716.32
35,0.801,2925.94,42.0104,653.02
30,0.758,3304.31,42.0795,588.5
25,0.7045,3826.87,42.1528,521.335
20,0.6415,4558.41,42.2275,449.245
15,0.5305,5706.3,42.3063,372.955
10,0.4025,7835.79,42.3917,289.3
