efSearch,recall@10,QPS,QPS_with_filter,dist_comps_per_query
1700,0.0015,49899.5,34.8399,0.53
1400,0.0015,59451.5,34.8438,0.53
1100,0.0015,104271,34.8526,0.53
1000,0.0015,129614,34.8548,0.53
900,0.0015,143150,34.8557,0.53
800,0.0015,149610,34.8561,0.53
700,0.0015,150387,34.8561,0.53
600,0.0015,152798,34.8563,0.53
500,0.0015,153245,34.8563,0.53
400,0.0015,149583,34.8561,0.53
300,0.0015,156242,34.8564,0.53
250,0.0015,157859,34.8565,0.53
200,0.0015,158097,34.8565,0.53
180,0.0015,156621,34.8565,0.53
160,0.0015,156125,34.8564,0.53
140,0.0015,157859,34.8565,0.53
120,0.0015,163521,34.8568,0.53
100,0.0015,161942,34.8567,0.53
90,0.0015,159358,34.8566,0.53
80,0.0015,162350,34.8567,0.53
70,0.0015,163553,34.8568,0.53
60,0.0015,162601,34.8567,0.53
55,0.0015,161661,34.8567,0.53
50,0.0015,163808,34.8568,0.53
45,0.0015,159874,34.8566,0.53
40,0.0015,114349,34.8536,0.53
35,0.0015,155287,34.8564,0.53
30,0.0015,167237,34.8569,0.53
25,0.0015,170674,34.8571,0.53
20,0.0015,167337,34.8569,0.53
15,0.0015,170327,34.8571,0.53
10,0.0015,172570,34.8572,0.53
