efSearch,recall@10,QPS,QPS_with_filter,dist_comps_per_query
1700,0.015,4631.37,34.2304,36.3
1400,0.015,5425.38,34.2675,36.3
1100,0.015,5516.32,34.2711,35.95
1000,0.015,5516.79,34.2711,35.135
900,0.0145,5934.22,34.2861,34.32
800,0.0145,6386.11,34.3001,32.42
700,0.0145,6931.93,34.3146,30.28
600,0.014,7664.05,34.3308,27.9
500,0.014,8443.07,34.345,25.68
400,0.014,9517.04,34.3608,23.11
300,0.013,11090.2,34.3784,20.175
250,0.013,12380.1,34.3895,18.445
200,0.0125,13448.2,34.3971,16.655
180,0.0125,14428,34.4031,15.91
160,0.0125,15376.4,34.4082,15.1
140,0.0125,16246.9,34.4123,14.255
120,0.012,17151.1,34.4161,13.51
100,0.012,18191.8,34.4201,12.655
90,0.01,18797.2,34.4222,12.24
80,0.01,18130.9,34.4199,11.675
70,0.01,20561.3,34.4276,11.03
60,0.009,21727.6,34.4307,10.44
55,0.0075,22436.6,34.4324,10.14
50,0.0075,23183.2,34.4341,9.775
45,0.0075,23604.6,34.435,9.51
40,0.0075,24721.8,34.4373,9.18
35,0.0075,25481,34.4387,8.875
30,0.007,26849.6,34.4411,8.53
25,0.0055,28429.2,34.4435,8.155
20,0.0045,30210.7,34.446,7.665
15,0.0025,32377.2,34.4486,7.215
10,0.001,35137,34.4515,6.695
