dataset,index_type,n_base,dim,M_or_nlist,efConstruction,insert_time_s,index_time_s,total_build_time_s,vec_data_mb,index_struct_mb,total_mb
bench_ivf_sift1m,IVF,1000000,128,1024,,48.9,35.4,84.3,488.3,8.1,496.4
