Loaded fvecs: 1000 vectors of dimension 192 from /root/work/data/filterbenchmark/yfcc/yfcc_query_and.fvecs
Loaded label sets: 1000
Loaded label sets: 1000000
Loaded fvecs: 1000000 vectors of dimension 192 from /root/work/data/filterbenchmark/yfcc/yfcc_base.fvecs
Rebuilding two-tier inverted index for 636322 labelsets...
Found 65521 unique labels
Two-tier index configuration:
  Tier 1 (dense): 1318 labels (freq >= 685)
  Tier 2 (sparse): 64203 labels
  Tier 1 memory: 0.0976389 GB
Building Tier 1 dense bitsets...
Building Tier 2 sparse index...
Two-tier index rebuilt successfully!
Loaded ground truth: 1000
Example: first query has 10
770270,999696,203063,338179,484924,2989,66353,120806,152426,151515,
ef,recall,qps,dist_comp,hops
3000,0.948,99.3826,26551.3,2997.98
2500,0.9425,118.241,22612,2501.54
2000,0.9333,146.389,18594.8,2008.4
1700,0.9234,171.666,16090.6,1706.55
1400,0.9141,206.61,13536.8,1410.27
1100,0.8969,260.38,10873.8,1106.77
1000,0.8893,285.495,9965.53,1006.19
900,0.8831,316.573,9050.57,906.809
800,0.8728,403.396,8113.98,804.991
700,0.8632,427.313,7174.51,705.844
600,0.852,480.563,6223.1,606.607
500,0.8365,568.35,5259.08,507.415
400,0.8151,703.224,4276.68,407.164
300,0.79,919.045,3287.14,308.633
250,0.7717,1079.98,2782.11,258.976
200,0.7449,1316.19,2281.21,209.885
180,0.7307,1442.58,2081.4,190.378
160,0.7203,1597.41,1874.27,170.541
140,0.7042,1780.95,1673.88,151.628
120,0.6846,2012.68,1468.86,132.06
100,0.6525,2325.17,1264.03,112.531
90,0.635,2514.27,1158.68,102.699
80,0.6197,2756.44,1056.94,93.221
70,0.5969,3045.33,949.332,83.149
60,0.569,3363.02,851.874,73.67
55,0.5575,3550.33,801.075,68.744
50,0.5416,3766.34,748.063,63.718
45,0.5252,4022.81,697.451,58.919
40,0.5091,4319.37,643.094,53.699
35,0.4887,4667.72,590.347,48.667
30,0.4719,4912.96,556.211,45.469
25,0.4719,4908.47,556.211,45.469
20,0.4719,4904.3,556.211,45.469
15,0.4719,4901.16,556.211,45.469
10,0.4719,4916.13,556.211,45.469
