Loaded fvecs: 1000 vectors of dimension 192 from /root/work/data/filterbenchmark/yfcc/yfcc_query_and.fvecs
Loaded label sets: 1000
Loaded label sets: 1000000
Loaded fvecs: 1000000 vectors of dimension 192 from /root/work/data/filterbenchmark/yfcc/yfcc_base.fvecs
Rebuilding two-tier inverted index for 636322 labelsets...
Found 65521 unique labels
Two-tier index configuration:
  Tier 1 (dense): 1318 labels (freq >= 685)
  Tier 2 (sparse): 64203 labels
  Tier 1 memory: 0.0976389 GB
Building Tier 1 dense bitsets...
Building Tier 2 sparse index...
Two-tier index rebuilt successfully!
Loaded ground truth: 1000
Example: first query has 10
924538,551151,398326,399746,47939,442249,529016,994693,73593,682472,
ef,recall,qps,dist_comp,hops
3000,0.9179,458.506,2544.39,1936.52
2500,0.8985,520.885,2324.24,1694.56
2000,0.8708,610.294,2043.22,1412.48
1700,0.8517,688.847,1836.97,1226.94
1400,0.8295,803.233,1612.83,1033.87
1100,0.8078,953.185,1414.85,834.166
1000,0.8,1008.33,1343.2,766.673
900,0.7892,1095.86,1264.2,698.138
800,0.779,1165.03,1183.95,629.095
700,0.7678,1294.83,1099.96,558.919
600,0.7515,1468.11,1006.45,486.352
500,0.7353,1699.55,914.462,413.447
400,0.7138,2032.13,805.305,336.56
300,0.6854,2537.71,680.796,257.552
250,0.6709,2898.38,613.002,217.917
200,0.6558,3432.46,538.965,178.379
180,0.6472,3723.53,506.389,162.041
160,0.6371,4046.67,473.099,145.851
140,0.6295,4405.22,435.508,129.238
120,0.62,4889.37,397.464,112.904
100,0.6097,5682.86,355.88,96.399
90,0.6038,6111.29,333.107,87.876
80,0.5977,6597.99,310.465,79.484
70,0.5923,7234.84,286.382,71.133
60,0.5857,7940.57,260.935,62.336
55,0.5836,8354.33,248.781,58.097
50,0.582,8821.83,236.534,53.921
45,0.5792,9356.87,223.795,49.634
40,0.5753,9929.85,209.79,45.259
35,0.5652,10768.5,193.191,40.492
30,0.5597,11278.9,182.751,37.544
25,0.5597,11245.5,182.745,37.465
20,0.5595,11248.8,182.735,37.341
15,0.5592,11300.4,182.726,37.151
10,0.5592,11303.1,182.711,36.967
