Loaded fvecs: 40 vectors of dimension 1024 from ./quantile_partitions/ytb_video_containment/ytb_video_containment_Q4_query.fvecs
Loaded label sets: 40
Loaded label sets: 1000000
Loaded fvecs: 1000000 vectors of dimension 1024 from /root/work/data/filterbenchmark/ytb_video/ytb_video_base.fvecs
Rebuilding two-tier inverted index for 160018 labelsets...
Found 3862 unique labels
Two-tier index configuration:
  Tier 1 (dense): 3862 labels (freq >= 2)
  Tier 2 (sparse): 0 labels
  Tier 1 memory: 0.0719641 GB
Building Tier 1 dense bitsets...
Building Tier 2 sparse index...
Two-tier index rebuilt successfully!
Loaded ground truth: 40
Example: first query has 10
367403,324565,44789,293202,287250,265539,7958,88712,207418,135522,
ef,recall,qps,dist_comp,hops
1700,0.945,131.352,9549.15,1700.17
1400,0.9375,146.982,9048.85,1400.1
1100,0.9325,169.092,8366.67,1100.17
1000,0.9275,172.622,8072.35,1000.2
900,0.9275,187.931,7753.77,900.125
800,0.925,194.889,7417.25,800.325
700,0.925,205.551,7009.43,700.325
600,0.9075,237.395,6509.65,600.5
500,0.885,267.682,5929.2,500.575
400,0.865,304.242,5280.85,400.725
300,0.855,369.755,4421.77,301
250,0.83,431.143,3901.35,250.8
200,0.8125,520.805,3303.38,201.35
180,0.8025,568.392,3045.57,181.325
160,0.7975,618.225,2757.12,161.3
140,0.775,685.8,2471.35,141.925
120,0.7525,791.802,2164.1,121.8
100,0.7225,938.117,1857.33,101.925
90,0.695,1036.08,1697.9,92.075
80,0.68,1151.64,1538.72,82.2
70,0.6575,1286.77,1393.38,72.85
60,0.6475,1475.65,1214.05,62.625
55,0.6425,1586.38,1130.75,57.675
50,0.635,1705.19,1050.75,53.05
45,0.62,1865.93,959.075,47.9
40,0.61,2003.24,887.775,43.775
35,0.5875,2253.75,793.05,38.575
30,0.5825,2367.65,752.45,36.325
25,0.5825,2365.77,752.45,36.325
20,0.5825,2367.08,752.45,36.325
15,0.5825,2373.13,752.45,36.325
10,0.5825,2364.93,752.45,36.325
