Loaded fvecs: 200 vectors of dimension 192 from ./quantile_partitions/yfcc_overlap/yfcc_overlap_Q5_query.fvecs
Loaded label sets: 200
Loaded label sets: 1000000
Loaded fvecs: 1000000 vectors of dimension 192 from /root/work/data/filterbenchmark/yfcc/yfcc_base.fvecs
Rebuilding two-tier inverted index for 636322 labelsets...
Found 65521 unique labels
Two-tier index configuration:
  Tier 1 (dense): 1318 labels (freq >= 685)
  Tier 2 (sparse): 64203 labels
  Tier 1 memory: 0.0976389 GB
Building Tier 1 dense bitsets...
Building Tier 2 sparse index...
Two-tier index rebuilt successfully!
Loaded ground truth: 200
Example: first query has 10
811683,380116,87144,149191,536113,689943,286552,578134,458742,896646,
ef,recall,qps,dist_comp,hops
1700,0.9915,168.42,17274,1705.66
1400,0.991,203.389,14584.9,1407.9
1100,0.985,256.595,11796.8,1105.24
1000,0.985,279.452,10850.9,1006.63
900,0.9855,311.686,9883.44,907.05
800,0.9775,345.98,8893.3,805.495
700,0.977,394.147,7898.74,706.42
600,0.9785,455.535,6882.65,607.15
500,0.9725,542.897,5846.47,508.86
400,0.971,667.562,4788.39,411.295
300,0.9575,869.351,3692.39,311.14
250,0.951,1023.65,3141.02,260.29
200,0.9305,1248.36,2566.09,208
180,0.9225,1380.19,2337.42,187.19
160,0.9175,1525.71,2108,167.61
140,0.915,1707.93,1878.03,147.97
120,0.9045,1937.93,1648.58,128.54
100,0.8905,2234.55,1414.1,108.93
90,0.882,2433.92,1297.91,99.1
80,0.8645,2659.18,1179.97,88.69
70,0.8475,2933.14,1058.65,78.73
60,0.834,3271.18,943.98,69.225
55,0.828,3470.43,883.925,64.42
50,0.814,3702.29,820.05,59.285
45,0.8015,3980.57,757.075,54.355
40,0.789,4267.02,697.94,49.695
35,0.7725,4618.85,639.81,45.05
30,0.764,4851.11,604.785,42.23
25,0.764,4859.06,604.785,42.23
20,0.764,4838.13,604.785,42.23
15,0.764,4873.64,604.785,42.23
10,0.764,4865.7,604.785,42.23
