Loaded fvecs: 200 vectors of dimension 192 from ./quantile_partitions/yfcc_containment/yfcc_containment_Q2_query.fvecs
Loaded label sets: 200
Loaded label sets: 1000000
Loaded fvecs: 1000000 vectors of dimension 192 from /root/work/data/filterbenchmark/yfcc/yfcc_base.fvecs
Rebuilding two-tier inverted index for 636322 labelsets...
Found 65521 unique labels
Two-tier index configuration:
  Tier 1 (dense): 1318 labels (freq >= 685)
  Tier 2 (sparse): 64203 labels
  Tier 1 memory: 0.0976389 GB
Building Tier 1 dense bitsets...
Building Tier 2 sparse index...
Two-tier index rebuilt successfully!
Loaded ground truth: 200
Example: first query has 10
860080,792347,792348,978969,905764,870201,447570,912448,870200,855824,
ef,recall,qps,dist_comp,hops
1700,0.9495,626.917,1009.5,983.93
1400,0.9495,698.274,998.26,903.19
1100,0.947,798.84,972.62,787.4
1000,0.946,819.511,959.515,745.53
900,0.9455,857.318,944.46,702.635
800,0.9445,901.873,926.505,657.725
700,0.946,969.485,904.125,609.48
600,0.942,1059.06,875.92,550.545
500,0.9405,1162.27,839.99,478.985
400,0.934,1350.17,791.335,395.985
300,0.93,1668.78,722.345,300.115
250,0.924,1917.53,677.345,250.185
200,0.9225,2203.48,622.095,200.19
180,0.92,2419.7,596.345,180.2
160,0.916,2638.28,567.9,160.16
140,0.9125,2916.4,535.8,140.255
120,0.9065,3342.13,500.035,120.185
100,0.906,3716.8,459.76,100.355
90,0.903,3974.02,435.77,90.31
80,0.8965,4363.2,411.385,80.42
70,0.8925,4764.54,383.695,70.42
60,0.8895,5300.33,354.59,60.5
55,0.886,5603.88,338.27,55.615
50,0.8805,6090.23,321.215,50.66
45,0.8775,6577.92,303.54,45.78
40,0.8685,7104.01,283.66,40.91
35,0.866,7725.66,263.61,36.03
30,0.8625,8245.41,250.63,33.09
25,0.8625,8240.01,250.63,33.09
20,0.8625,8270.08,250.63,33.09
15,0.8625,8269.73,250.63,33.09
10,0.8625,8264.5,250.63,33.09
