ef,recall,qps,dist_comp,hops
1700,0.325,224,18551.2698,1700.0725
1400,0.325,272,16060.8556,1400.0835
1100,0.325,333,13399.8761,1100.0958
1000,0.325,368,12467.6785,1000.1037
900,0.325,388,11508.0922,900.1137
800,0.325,399,10515.7981,800.1237
700,0.325,480,9487.9662,700.1376
600,0.324,525,8418.8351,600.1625
500,0.324,670,7300.3835,500.1873
400,0.324,814,6119.9761,400.2314
300,0.323,1004,4862.7478,300.3048
250,0.323,1148,4196.7689,250.3599
200,0.322,1276,3499.1634,200.4478
180,0.321,1397,3209.3321,180.4855
160,0.32,1664,2912.6518,160.542
140,0.319,1995,2609.4619,140.6126
120,0.317,2283,2296.5741,120.7028
100,0.315,2599,1972.829,100.803
90,0.313,2927,1807.4546,90.8853
80,0.311,3233,1637.8815,80.974
70,0.308,3614,1465.4491,71.0928
60,0.305,4114,1288.7875,61.2403
55,0.302,4424,1198.8291,56.3181
50,0.299,4777,1108.071,51.4313
45,0.296,4800,1016.3373,46.5503
40,0.291,5783,923.2347,41.6778
35,0.285,6428,830.0429,36.8791
30,0.278,7212,735.1466,32.104
25,0.268,8287,638.1644,27.337
20,0.255,9681,539.3072,22.5971
15,0.235,11807,437.5826,17.8782
10,0.203,15150,331.3837,13.1285
