ef,recall,qps,dist_comp,hops
1700,0.205,208,18501.4178,1699.9058
1400,0.202,231,16017.1997,1399.9446
1100,0.198,291,13364.3178,1099.9934
1000,0.197,326,12433.7281,1000.0124
900,0.196,347,11475.0931,900.033
800,0.194,374,10486.559,800.06
700,0.192,455,9461.8636,700.074
600,0.189,550,8395.6566,600.1073
500,0.186,575,7280.7803,500.1457
400,0.183,683,6103.708,400.2068
300,0.177,877,4849.5426,300.2882
250,0.173,1027,4185.0824,250.3434
200,0.168,1247,3489.8212,200.4279
180,0.165,1364,3201.0684,180.4728
160,0.162,1510,2905.8615,160.5369
140,0.159,1696,2601.7117,140.6
120,0.154,1932,2289.7474,120.7037
100,0.15,2260,1967.1008,100.7968
90,0.147,2492,1801.3454,90.8569
80,0.143,2743,1632.6433,80.9565
70,0.14,3123,1460.5932,71.0779
60,0.135,3564,1284.4848,61.2296
55,0.133,3814,1195.1443,56.32
50,0.13,4137,1105.1285,51.432
45,0.127,4511,1013.1352,46.544
40,0.123,4946,921.3825,41.7375
35,0.119,5507,827.0202,36.883
30,0.114,7135,732.0909,32.0863
25,0.108,7228,635.2469,27.3243
20,0.1,8410,537.4756,22.6059
15,0.09,10221,436.5077,17.9205
10,0.075,13019,330.069,13.14
