ef,recall,qps,dist_comp,hops
1700,0.928,214,18621.4769,1700.0594
1400,0.919,238,16121.338,1400.0702
1100,0.906,325,13452.014,1100.081
1000,0.901,388,12516.2799,1000.0858
900,0.894,370,11552.8534,900.094
800,0.886,430,10556.6191,800.1055
700,0.877,424,9524.4104,700.1172
600,0.866,503,8452.466,600.1354
500,0.851,592,7330.318,500.1693
400,0.831,681,6144.6678,400.2122
300,0.804,955,4881.6838,300.2862
250,0.785,1042,4213.4417,250.3459
200,0.759,1556,3513.9588,200.4202
180,0.745,1495,3222.4514,180.4609
160,0.731,1526,2924.5895,160.5125
140,0.713,1704,2618.9539,140.5768
120,0.691,1945,2304.4906,120.657
100,0.665,2274,1979.9618,100.7743
90,0.648,2488,1813.7486,90.8559
80,0.63,3173,1644.0429,80.9527
70,0.608,3087,1470.6224,71.0612
60,0.582,3502,1292.9877,61.2004
55,0.568,3763,1202.7773,56.2873
50,0.552,4066,1112.0277,51.4082
45,0.533,4425,1019.6693,46.5347
40,0.512,4863,926.8014,41.6841
35,0.488,5394,831.8891,36.8332
30,0.46,6082,736.5096,32.0611
25,0.428,6983,638.7186,27.2916
20,0.39,8164,539.6958,22.5679
15,0.342,9909,438.3929,17.88
10,0.276,12737,331.2857,13.1166
