1700,1,124.606,25012.7
1400,1,140.203,22328.2
1100,1,158.854,19404.1
1000,1,171.427,18363
900,1,182.692,17273
800,0.99998,196.835,16122.3
700,0.99998,214.86,14883.1
600,0.99998,238.726,13510.8
500,0.99995,275.786,11903.8
400,0.99994,320.492,10118.8
300,0.99982,410.273,8183.36
250,0.99963,473.956,7186.37
200,0.99947,562.778,6174.08
180,0.99925,608.532,5747.67
160,0.99904,667.958,5299.38
140,0.99866,740.412,4838.02
120,0.99786,834.237,4351.6
100,0.99682,962.557,3833.27
90,0.99591,1047.56,3555.84
80,0.99472,1149.16,3273.06
70,0.99303,1276.65,2976.02
60,0.99036,1436.78,2668.25
55,0.98858,1539.88,2506.67
50,0.98621,1655.9,2342.26
45,0.98316,1798.56,2172.31
40,0.97925,1961.94,2001.06
35,0.97428,2177.7,1819.39
30,0.96696,2451.58,1629.19
25,0.95582,2828.85,1429.63
20,0.93875,3399.05,1209.74
15,0.9104,4257.13,985.174
10,0.85646,5662.51,755.002
