1700,0.82353,45.7444,59683
1400,0.82354,51.5711,53544.8
1100,0.82353,62.0598,46655.3
1000,0.82353,59.6136,44168.8
900,0.82354,69.1496,41573.5
800,0.82354,78.9615,38849.4
700,0.82354,82.8192,35954.8
600,0.82353,93.4562,32880
500,0.82353,101.692,29572.6
400,0.82354,117.074,25966.4
300,0.82353,142.888,21953.7
250,0.82351,161.535,19703.3
200,0.8235,176.869,17193.4
180,0.82351,196.971,16070.6
160,0.8235,191.622,14821.4
140,0.82341,224.921,13574.7
120,0.82339,265.491,12236.9
100,0.82331,298.98,10811.1
90,0.82329,319.183,10059
80,0.82314,347.078,9324.14
70,0.82304,368.229,8560.4
60,0.82275,372.606,7773.15
55,0.82251,447.367,7355.99
50,0.82218,451.325,6917.94
45,0.82169,507.769,6462.72
40,0.82103,561.545,5967.89
35,0.82008,633.874,5441.46
30,0.81868,720.202,4864.41
25,0.81633,832.639,4260.47
20,0.81274,1002.31,3611.65
15,0.80447,1255.02,2931.66
10,0.78539,1700.39,2213.56
