efSearch,recall@10,QPS,QPS_with_filter,dist_comps_per_query
1700,0.465,90.3767,16.4776,4833.6
1400,0.4475,114.784,17.1422,3864.93
1100,0.41,161.767,17.9195,2826.8
1000,0.3675,190.064,18.22,2495.8
900,0.3475,231.377,18.5373,2219.4
800,0.325,257.868,18.6911,1996.42
700,0.3175,297.493,18.8733,1877.08
600,0.3175,345.477,19.0411,1776.83
500,0.31,410.45,19.2087,1665.15
400,0.31,501.681,19.3735,1547.33
300,0.3,642.107,19.5386,1399.47
250,0.3,744.783,19.6209,1314.88
200,0.2875,882.63,19.7019,1215.5
180,0.275,975.873,19.744,1167.9
160,0.2725,1080,19.7826,1119.53
140,0.26,1197.97,19.8184,1064.47
120,0.2575,1357.27,19.8569,1000.65
100,0.245,1572.2,19.8967,930.55
90,0.2375,1706.63,19.9166,891.45
80,0.235,1848.5,19.9344,847.775
70,0.225,2101.41,19.9603,799.375
60,0.205,2391.04,19.9833,744.25
55,0.2,2413.57,19.9849,712.1
50,0.1925,2510.66,19.9913,678.925
45,0.1875,2715.9,20.0033,642.075
40,0.185,2693.23,20.0021,605.35
35,0.1825,3252.28,20.0277,564.15
30,0.175,3638.36,20.0408,517.85
25,0.1675,4203.87,20.0556,466.05
20,0.15,4985.06,20.0706,407.85
15,0.1375,6263.89,20.0871,342.275
10,0.1125,8572.49,20.1045,267.825
