efSearch,recall@10,QPS,QPS_with_filter,dist_comps_per_query
1700,0.12,2290.69,24.7986,134.475
1400,0.12,2936.21,24.8577,134.475
1100,0.12,3195.42,24.8748,133.275
1000,0.12,3397.64,24.8863,131.2
900,0.12,3621.24,24.8976,127.475
800,0.12,3958.1,24.9122,121.55
700,0.12,4268.9,24.9236,117.675
600,0.1175,4778.47,24.9391,114.1
500,0.1175,5399.46,24.9541,111.55
400,0.1175,6371.42,24.9717,106.775
300,0.1175,7953.93,24.9912,91.85
250,0.1175,9172.39,25.0016,84.75
200,0.1175,10621.9,25.0109,80.375
180,0.1175,11470.8,25.0153,77.025
160,0.1175,12395.4,25.0194,73.825
140,0.1175,13489.8,25.0235,69.675
120,0.1175,14886.6,25.0278,64.625
100,0.1175,16387.2,25.0317,58.55
90,0.1175,17130.1,25.0333,55.075
80,0.1175,14317.5,25.0261,48.8
70,0.1175,21164.6,25.0403,40.525
60,0.115,24495.9,25.0443,32.275
55,0.115,26096.2,25.0459,29.75
50,0.115,28571.6,25.048,26.325
45,0.115,31248.3,25.0499,22.025
40,0.115,33248.5,25.0511,20.275
35,0.1125,35492.3,25.0523,19.1
30,0.1125,38532.9,25.0537,17.675
25,0.1075,41415,25.0548,16.15
20,0.1025,47514.1,25.0567,12.975
15,0.085,53396.6,25.0582,11.575
10,0.0725,67568.3,25.0607,8.975
