efSearch,recall@10,QPS,QPS_with_filter,dist_comps_per_query
1700,0.2825,164.954,19.6511,2306.8
1400,0.2825,201.8,20.0881,2136.9
1100,0.2775,253.251,20.5027,1925.65
1000,0.2725,275.904,20.6399,1842.33
900,0.2725,304.927,20.7879,1733.97
800,0.2725,340.512,20.9371,1608.03
700,0.2725,386.049,21.09,1455
600,0.2725,444.919,21.2436,1303.88
500,0.26,531.985,21.4109,1145.03
400,0.26,664.905,21.5846,947.025
300,0.2575,907.833,21.7737,694.8
250,0.245,1114.57,21.871,563.55
200,0.24,1461.46,21.9734,408.225
180,0.24,1697.43,22.0194,344.675
160,0.2325,1946,22.0559,291.775
140,0.225,2374.86,22.1012,248.25
120,0.225,2797.23,22.1323,228.725
100,0.225,3332.52,22.1604,205.7
90,0.225,3657.96,22.1736,197.55
80,0.2225,4053.54,22.1867,191.25
70,0.22,4491.41,22.1985,183.85
60,0.215,5010.67,22.2099,177
55,0.21,5405.38,22.2171,172.125
50,0.2075,5815.73,22.2235,167.65
45,0.205,6298.23,22.23,162.525
40,0.2025,6956.59,22.2375,156
35,0.1975,7642.33,22.2438,149.925
30,0.1875,8576.43,22.2509,141.9
25,0.17,9903.91,22.2586,132.65
20,0.1575,11671.9,22.2662,121.375
15,0.13,14045.4,22.2734,106.65
10,0.1025,19268.7,22.283,87.25
