1700,0.8509,2.94723,381127
1400,0.8509,2.99461,375352
1100,0.8507,3.05769,368833
1000,0.8507,3.03715,366452
900,0.8506,3.06126,363958
800,0.8507,3.0809,361319
700,0.8506,3.08565,358513
600,0.8507,3.09416,355427
500,0.8506,3.1256,351898
400,0.8506,3.1624,347464
300,0.8505,3.23734,340423
250,0.8506,3.29661,335157
200,0.8505,3.39244,328207
180,0.8506,3.43724,324641
160,0.8506,3.50645,320156
140,0.8503,3.60558,314749
120,0.8503,3.68218,308157
100,0.8501,3.80638,299597
90,0.8501,3.90701,294321
80,0.85,4.02071,287705
70,0.8499,4.17084,279901
60,0.8498,4.40182,269939
55,0.8498,4.51494,263882
50,0.8496,4.63637,257451
45,0.8495,4.78714,249979
40,0.8493,5.02639,241849
35,0.8486,5.26571,232340
30,0.8467,5.57345,221289
25,0.846,6.07039,206982
20,0.8436,6.75361,189216
15,0.8397,7.78938,167348
10,0.8278,9.90275,137439
