1700,0.9937,3.04908,370732
1400,0.9937,3.12096,363330
1100,0.9935,3.23726,352419
1000,0.9933,3.28542,347526
900,0.993,3.33966,341935
800,0.993,3.345,335252
700,0.9931,3.55895,327283
600,0.9927,3.66654,317231
500,0.9928,3.77246,304819
400,0.9925,4.06241,288771
300,0.9919,4.50315,267861
250,0.9905,4.80947,254441
200,0.9905,5.10775,238646
180,0.9902,5.34154,231274
160,0.9901,5.56492,222868
140,0.9897,5.79106,213847
120,0.9892,6.10616,203806
100,0.988,6.45161,192184
90,0.9876,6.35841,185622
80,0.9862,6.86436,178406
70,0.9844,7.37675,170806
60,0.9831,7.85213,162180
55,0.9823,8.01366,157313
50,0.981,8.28507,152031
45,0.9789,8.6786,146073
40,0.977,9.02812,139793
35,0.9734,9.69368,133128
30,0.9692,10.3596,125539
25,0.9595,11.125,116675
20,0.9514,12.2995,106106
15,0.936,14.3429,92914.3
10,0.9065,18.6818,74822.2
