1700,0.989,32.3102,51226.2
1400,0.9887,38.2804,43902.2
1100,0.9885,47.5964,36217.4
1000,0.9883,51.5623,33572.3
900,0.9883,55.7445,30863.3
800,0.9879,61.0911,28090.4
700,0.9879,68.3107,25255.4
600,0.987,77.5855,22338.2
500,0.9866,90.212,19325.3
400,0.986,108.802,16170.2
300,0.9839,138.466,12849.7
250,0.9788,161.447,11089.1
200,0.9779,194.175,9288.76
180,0.9776,211.909,8542.57
160,0.9769,233.263,7792.36
140,0.976,259.74,7024.35
120,0.9734,295.334,6206.29
100,0.972,342.114,5383.95
90,0.9712,372.578,4963.89
80,0.9695,408.497,4532.54
70,0.9674,454.339,4090.65
60,0.9643,512.295,3651.18
55,0.9631,548.246,3422.71
50,0.9596,590.319,3188.74
45,0.9571,641.437,2952.43
40,0.9542,700.771,2712.82
35,0.9506,775.795,2468.05
30,0.9461,870.322,2217.14
25,0.936,992.063,1958.39
20,0.9205,1170.96,1694.1
15,0.8982,1428.57,1424.87
10,0.8519,1855.29,1139.95
