efSearch,recall@10,QPS,QPS_with_filter,dist_comps_per_query
1700,0.99545,92.8263,26.5865,7783.58
1400,0.99455,114.935,28.1366,6840.78
1100,0.9931,150.37,29.8592,5808.65
1000,0.9927,165.723,30.4188,5441.26
900,0.9922,186.053,31.0413,5057.21
800,0.99135,208.895,31.6182,4657.7
700,0.9905,240.207,32.2545,4238.66
600,0.9891,279.694,32.8778,3798.01
500,0.9865,331.826,33.4964,3330.97
400,0.98335,413.957,34.181,2831.79
300,0.97685,533.313,34.8245,2291.41
250,0.97165,639.786,35.2071,2000.57
200,0.96285,782.647,35.5644,1693.24
180,0.95785,859.449,35.7094,1564.37
160,0.952,958.077,35.8628,1430.82
140,0.9443,1082.51,36.0178,1294.26
120,0.9361,1242.51,36.1727,1151.06
100,0.9223,1468.32,36.3354,1002.25
90,0.9123,1616.4,36.418,925.158
80,0.89925,1799.69,36.5017,846.234
70,0.88315,2012.72,36.5803,764.138
60,0.86395,2266.15,36.6548,679.833
55,0.8505,2466.93,36.7031,636.274
50,0.83435,2683.2,36.7471,592.064
45,0.81765,2940.17,36.7912,547.062
40,0.79655,3225.88,36.832,501.139
35,0.7686,3656.15,36.8816,454.009
30,0.7337,4086.33,36.9208,405.82
25,0.6863,4862.55,36.9741,356.045
20,0.62575,5928.56,37.0247,304.187
15,0.52825,7434.28,37.0716,249.956
10,0.38205,10237.2,37.1223,193.014
