efSearch,recall@10,QPS,QPS_with_filter,dist_comps_per_query
1700,0.99755,100.755,27.4655,12622.9
1400,0.99715,126.369,29.0718,11020.3
1100,0.9966,164.161,30.6976,9290.28
1000,0.99625,181.747,31.2633,8677.94
900,0.99565,203.477,31.8483,8044.23
800,0.9949,230.433,32.4424,7386.54
700,0.9938,261.162,32.9888,6699.94
600,0.9923,304.069,33.5875,5981.47
500,0.9909,367.581,34.241,5223.63
400,0.98785,455.464,34.8677,4418.65
300,0.98325,591.173,35.4914,3553.67
250,0.9777,697.715,35.8198,3090.57
200,0.97015,865.563,36.18,2601.72
180,0.9663,915.779,36.2631,2397.66
160,0.96115,1021.82,36.4128,2188.26
140,0.95395,1260.25,36.6599,1972.76
120,0.944,1363.81,36.7411,1748.6
100,0.93185,1632.09,36.9045,1515.99
90,0.92315,1796.09,36.9809,1396.7
80,0.9137,1967.55,37.0473,1274.03
70,0.8992,2194.63,37.1196,1147.78
60,0.88115,2529.7,37.203,1017.57
55,0.8689,2767.35,37.25,950.904
50,0.85525,3002.47,37.2893,883.593
45,0.8397,3290.29,37.3299,814.376
40,0.8207,3648.76,37.3716,743.394
35,0.7963,4158.94,37.4186,671.496
30,0.7625,4638.58,37.4534,597.75
25,0.7203,5381.13,37.4952,521.625
20,0.66035,6450.57,37.5386,443.093
15,0.57395,8396.34,37.5892,361.421
10,0.42435,12342,37.6431,275.152
