efSearch,recall@10,QPS,QPS_with_filter,dist_comps_per_query
1700,0.91485,85.0881,24.5821,3589.28
1400,0.9128,108.434,26.2126,3147.85
1100,0.9096,141.006,27.7628,2663.36
1000,0.90825,155.805,28.2919,2492
900,0.90535,174.666,28.8578,2312.93
800,0.90265,196.12,29.3889,2126.09
700,0.89915,223.525,29.939,1931.1
600,0.89515,261.262,30.5296,1725.04
500,0.88835,312.655,31.1275,1507.46
400,0.87945,385.274,31.7228,1276.97
300,0.86405,505.378,32.356,1028.16
250,0.8526,596.667,32.6761,894.931
200,0.8359,734.218,33.0148,754.907
180,0.8264,805.54,33.1467,696.709
160,0.81265,894.022,33.2823,636.85
140,0.79805,1003.6,33.4181,574.995
120,0.7801,1150.44,33.5608,510.486
100,0.75435,1351.24,33.7069,443.667
90,0.74095,1478.95,33.7796,409.565
80,0.72115,1659.33,33.8637,373.897
70,0.69675,1867.94,33.9411,337.597
60,0.6666,2110.42,34.0121,300.237
55,0.6495,2311.98,34.0599,281.433
50,0.62885,2474.49,34.0929,262.041
45,0.60345,2753.13,34.1405,242.215
40,0.5735,3012.13,34.177,222.091
35,0.53935,3411.18,34.2224,201.48
30,0.49545,3878.81,34.2638,180.438
25,0.44005,4588.29,34.3107,158.772
20,0.3752,5500.76,34.3533,135.996
15,0.28995,7016.63,34.3997,112.62
10,0.1811,9906.93,34.449,87.62
