L,Cmps,QPS,Recall
1700,36.00,25980.38,100.00
1400,35.00,55656.66,100.00
1100,35.00,65585.96,100.00
1000,36.00,76238.66,100.00
900,35.00,78282.39,100.00
800,35.00,82792.12,100.00
700,35.00,82328.65,100.00
600,36.00,83358.03,100.00
500,35.00,86263.67,100.00
400,36.00,83000.67,100.00
300,35.00,81610.73,100.00
250,36.00,83997.93,100.00
200,35.00,87706.80,100.00
180,36.00,86615.18,100.00
160,35.00,86508.82,100.00
140,35.00,88271.93,100.00
120,35.00,87177.34,100.00
100,36.00,85353.66,100.00
90,35.00,87836.99,100.00
80,36.00,89504.44,100.00
70,36.00,89352.09,100.00
60,36.00,82784.23,100.00
55,36.00,88145.14,100.00
50,36.00,88878.02,100.00
45,35.00,86433.67,100.00
40,35.00,84630.94,100.00
35,36.00,82669.60,100.00
30,35.00,79615.46,100.00
25,36.00,76601.62,100.00
20,35.00,83684.11,100.00
15,36.00,92727.39,100.00
10,35.00,96994.91,100.00
