Loaded fvecs: 2000 vectors of dimension 128 from ./quantile_partitions/sift1m_overlap/sift1m_overlap_Q2_query.fvecs
Loaded label sets: 2000
Loaded label sets: 1000000
Loaded fvecs: 1000000 vectors of dimension 128 from /root/work/data/vecs/sift1m/sift_base.fvecs
Rebuilding two-tier inverted index for 2385 labelsets...
Found 12 unique labels
Two-tier index configuration:
  Tier 1 (dense): 12 labels (freq >= 891)
  Tier 2 (sparse): 0 labels
  Tier 1 memory: 3.39746e-06 GB
Building Tier 1 dense bitsets...
Building Tier 2 sparse index...
Two-tier index rebuilt successfully!

========== MinHash Configuration ==========
Hash functions: 512
Bits per hash:  2 bits
Signature size: 128 bytes per labelset
LSH bands:      64 bands × 8 hashes/band
Bucket space:   2^16 = 65536 buckets per band
Est. memory:    73.2422 MB for 600K labelsets
===========================================

Loaded ground truth: 2000
Example: first query has 10
564751,135343,454487,155273,958344,652207,407047,652396,406813,651918,
ef,recall,qps,dist_comp,hops
1700,0.9991,171.649,21592.2,1702.07
1400,0.9992,207.584,18316,1402.19
1100,0.99855,261.982,14869.4,1102.39
1000,0.99865,287.603,13676.8,1002.46
900,0.99845,318.269,12459.8,902.53
800,0.9981,357.06,11219.7,802.632
700,0.9977,406.55,9953.65,702.756
600,0.99675,473.684,8658.44,602.872
500,0.99555,567.623,7331.72,503.051
400,0.9935,706.944,5972.41,403.258
300,0.9897,932.013,4577.35,303.562
250,0.9859,1116.18,3864.34,253.758
200,0.97905,1402.68,3142.32,203.985
180,0.9758,1551.35,2850.72,184.139
160,0.972,1732.71,2557.26,164.316
140,0.96475,1966.82,2262.01,144.509
120,0.9559,2289.21,1966.28,124.793
100,0.94315,2722.65,1668.49,105.09
90,0.93425,3003.02,1519.12,95.283
80,0.9214,3346.82,1369.78,85.502
70,0.909,3732.73,1220.57,75.7725
60,0.89055,4299.94,1073.17,66.1895
55,0.8774,4666.58,996.679,61.25
50,0.8652,5067.81,922.866,56.483
45,0.8498,5525.44,848.085,51.669
40,0.83135,6081.92,773.317,46.8735
35,0.81365,6757.46,700.309,42.192
30,0.8,7241.37,655.775,39.341
25,0.8,7128.19,655.775,39.341
20,0.8,7247.67,655.775,39.341
15,0.8,7228.62,655.775,39.341
10,0.8,7239.5,655.775,39.341
