Loaded fvecs: 1000 vectors of dimension 512 from /root/work/data/filterbenchmark/LAION1M/LAION1M_query.fvecs
Loaded label sets: 10000
Loaded label sets: 1000448
Loaded fvecs: 1000448 vectors of dimension 512 from /root/work/data/filterbenchmark/LAION1M/LAION1M_base.fvecs
Rebuilding two-tier inverted index for 914985 labelsets...
Found 2048 unique labels
Two-tier index configuration:
  Tier 1 (dense): 916 labels (freq >= 746)
  Tier 2 (sparse): 1132 labels
  Tier 1 memory: 0.0975732 GB
Building Tier 1 dense bitsets...
Building Tier 2 sparse index...
Two-tier index rebuilt successfully!
Loaded ground truth: 1000
Example: first query has 10
440057,422573,24668,19295,502671,320270,360015,395166,561327,297005,
ef,recall,qps,dist_comp,hops
10000,0.9999,2922.43,564.316,564.316
5000,0.9999,2970.59,564.316,564.316
3000,0.9999,3148.42,559.168,490.696
2500,0.9999,3350.23,549.152,449.201
2000,0.9999,3532.12,532.523,407.712
1700,0.9999,3788.38,518.192,371.944
1400,0.9999,4073.46,498.488,334.459
1100,0.9999,4435.45,470.673,294.266
1000,0.9999,4620.02,458.767,279.168
900,0.9999,4804.23,445.279,263.682
800,0.9999,4989.27,430.405,246.109
700,0.9999,5316.84,412.683,228.015
600,0.9999,5632.2,392.229,207.84
500,0.9998,6091.64,367.821,185.552
400,0.9998,6684.11,338.758,161.426
300,0.9997,7553.31,302.507,135.236
250,0.9997,8173.33,280.683,120.237
200,0.9996,9006.94,255.297,103.688
180,0.9994,9437.44,243.869,96.573
160,0.9991,9926.92,231.88,89.248
140,0.999,10554.3,218.288,81.711
120,0.9986,11260.4,203.541,73.384
100,0.9985,12282.7,187.129,64.529
90,0.9983,12477.8,178.093,59.929
80,0.9981,12970,168.502,55.081
70,0.998,14122.9,158.398,50.035
60,0.9973,15773.2,146.882,44.741
55,0.9968,16430.6,140.681,41.995
50,0.9965,17287.5,134.098,39.188
45,0.9951,18099.6,127.254,36.265
40,0.9939,19119,120.122,33.259
35,0.9926,20362.3,112.657,30.099
30,0.9891,22001.1,104.353,26.842
25,0.9846,23962.4,95.244,23.404
20,0.9794,26448,85.483,19.772
15,0.9671,29750.1,74.816,15.88
10,0.9392,35939.3,61.965,11.499
