Loaded fvecs: 2000 vectors of dimension 128 from ./quantile_partitions/sift1m_overlap/sift1m_overlap_Q3_query.fvecs
Loaded label sets: 2000
Loaded label sets: 1000000
Loaded fvecs: 1000000 vectors of dimension 128 from /root/work/data/vecs/sift1m/sift_base.fvecs
Rebuilding two-tier inverted index for 2385 labelsets...
Found 12 unique labels
Two-tier index configuration:
  Tier 1 (dense): 12 labels (freq >= 891)
  Tier 2 (sparse): 0 labels
  Tier 1 memory: 3.39746e-06 GB
Building Tier 1 dense bitsets...
Building Tier 2 sparse index...
Two-tier index rebuilt successfully!

========== MinHash Configuration ==========
Hash functions: 512
Bits per hash:  2 bits
Signature size: 128 bytes per labelset
LSH bands:      64 bands × 8 hashes/band
Bucket space:   2^16 = 65536 buckets per band
Est. memory:    73.2422 MB for 600K labelsets
===========================================

Loaded ground truth: 2000
Example: first query has 10
848379,849973,351019,341581,351820,363458,364849,231211,337328,363978,
ef,recall,qps,dist_comp,hops
1700,0.99925,175.411,21960.4,1702.15
1400,0.99915,211.822,18590.4,1402.3
1100,0.99875,268.104,15058.7,1102.47
1000,0.9986,294.17,13838.9,1002.53
900,0.9983,326.189,12600.1,902.614
800,0.9983,367.05,11337.5,802.703
700,0.9977,418.101,10047.7,702.84
600,0.9973,485.96,8731.13,602.972
500,0.9954,583.684,7386.17,503.109
400,0.9932,729.283,6010.31,403.291
300,0.9888,969.836,4602.54,303.632
250,0.9848,1163.6,3885.08,253.876
200,0.9782,1447.39,3156.73,204.107
180,0.9744,1606.03,2862.84,184.237
160,0.9694,1787.7,2568.36,164.439
140,0.9622,2036.27,2271.06,144.619
120,0.95335,2367.63,1973.35,124.873
100,0.9429,2810.44,1673.57,105.16
90,0.93605,3092.06,1525.79,95.4665
80,0.9244,3443.39,1375.94,85.7
70,0.9099,3849.29,1225.44,75.918
60,0.89395,4440.39,1074.68,66.1685
55,0.884,4759.34,999.376,61.309
50,0.8723,5217.29,925.244,56.542
45,0.85775,5704.73,850.392,51.727
40,0.8431,6283.3,775.762,46.945
35,0.82425,6999.53,702.123,42.2415
30,0.80995,7492.24,657.846,39.419
25,0.80995,7499.97,657.846,39.419
20,0.80995,7340.74,657.846,39.419
15,0.80995,7474.13,657.846,39.419
10,0.80995,7476.77,657.846,39.419
